date,daily_total_volume,peak_hour_volume,peak_ratio,congestion_target,year,month,quarter,day_of_week,is_weekend,week_of_year,lag_1,lag_7,lag_14,roll_7_mean,roll_14_mean,roll_7_std
2018-05-16,230734,16723,0.07247739821612766,230734,2018,5,2,2,0,20,231661.0,110.0,21276.0,163458.2857142857,89098.07142857143,112222.33095617616
2018-05-17,234929,17006,0.07238782781180697,234929,2018,5,2,3,0,20,230734.0,144.0,17811.0,196404.57142857142,104059.35714285714,87376.83186607223
2018-05-25,106316,8437,0.07935776364799278,106316,2018,5,2,4,0,21,234929.0,248795.0,22800.0,229945.2857142857,119567.78571428571,12242.872602903972
2018-05-26,81286,5976,0.07351819501513175,81286,2018,5,2,5,1,21,106316.0,233977.0,13686.0,209591.14285714287,125533.21428571429,46418.707103304216
2018-05-27,68495,5356,0.07819548872180451,68495,2018,5,2,6,1,21,81286.0,210390.0,13499.0,187778.14285714287,130361.78571428571,65147.357437906285
2018-05-28,213951,17852,0.08343966609176867,213951,2018,5,2,0,0,22,68495.0,219131.0,13969.0,167507.42857142858,134290.07142857142,77788.09695760117
2018-05-29,220662,18082,0.08194433114899712,220662,2018,5,2,1,0,22,213951.0,231661.0,124.0,166767.42857142858,148574.5,77237.84388682248
2018-05-30,222975,18091,0.08113465635160892,222975,2018,5,2,2,0,22,220662.0,230734.0,110.0,165196.14285714287,164327.2142857143,75796.07929048156
2018-05-31,224521,17936,0.07988562317110649,224521,2018,5,2,3,0,22,222975.0,234929.0,144.0,164087.7142857143,180246.14285714287,74727.12485149466
2018-06-01,432557,34929,0.08075005143830755,432557,2018,6,2,4,0,22,224521.0,106316.0,248795.0,162600.85714285713,196273.07142857142,73169.9826691859
2018-06-02,342644,25997,0.07587175027141874,342644,2018,6,2,5,1,22,432557.0,81286.0,233977.0,209206.7142857143,209398.92857142858,120157.30707800332
2018-06-03,287921,23979,0.08328326172804346,287921,2018,6,2,6,1,22,342644.0,68495.0,210390.0,246543.57142857142,217160.85714285713,114244.025687496
2018-06-04,510821,45822,0.08970265513751392,510821,2018,6,2,0,0,23,287921.0,213951.0,219131.0,277890.14285714284,222698.7857142857,83109.09442499312
2018-06-05,521911,46380,0.08886572614871117,521911,2018,6,2,1,0,23,510821.0,220662.0,231661.0,320300.14285714284,243533.7857142857,114761.37777787352
2018-06-06,404132,37745,0.09339770174101532,404132,2018,6,2,2,0,23,521911.0,222975.0,230734.0,363335.71428571426,264265.9285714286,127001.17999807885
2018-06-07,419202,38402,0.09160738736933507,419202,2018,6,2,3,0,23,404132.0,224521.0,234929.0,389215.28571428574,276651.5,111093.60889015078
2018-06-08,421771,38115,0.09036894428493188,421771,2018,6,2,4,0,23,419202.0,432557.0,106316.0,417026.85714285716,289813.85714285716,84074.71911624752
2018-06-09,187439,15152,0.08083696562615038,187439,2018,6,2,5,1,23,421771.0,342644.0,81286.0,415486.0,312346.35714285716,83841.17150501332
2018-06-10,106272,8786,0.08267464619090635,106272,2018,6,2,6,1,23,187439.0,287921.0,68495.0,393313.85714285716,319928.71428571426,119327.49197681098
2018-11-24,102436,8547,0.08343746339177632,102436,2018,11,4,5,1,47,106272.0,510821.0,213951.0,367364.0,322627.0714285714,159167.5793328099
2018-11-25,85387,7279,0.085247168772764,85387,2018,11,4,6,1,47,102436.0,521911.0,220662.0,309023.28571428574,314661.71428571426,172137.23768911156
2018-11-26,119006,11334,0.09523889551787305,119006,2018,11,4,0,0,48,85387.0,404132.0,222975.0,246662.7142857143,304999.21428571426,160860.9621730444
2018-11-27,116817,10873,0.0930772062285455,116817,2018,11,4,1,0,48,119006.0,419202.0,224521.0,205930.42857142858,297572.85714285716,150079.60219480813
2018-11-28,116956,10792,0.09227401757926057,116956,2018,11,4,2,0,48,116817.0,421771.0,432557.0,162732.57142857142,289879.71428571426,118699.46497331743
2018-11-29,120035,10856,0.09044028824926063,120035,2018,11,4,3,0,48,116956.0,187439.0,342644.0,119187.57142857143,267336.78571428574,32297.563761865433
2018-11-30,123083,10815,0.08786753654038332,123083,2018,11,4,4,0,48,120035.0,106272.0,287921.0,109558.42857142857,251436.14285714287,12597.709035842692
2018-12-01,127808,10353,0.0810043189784677,127808,2018,12,4,5,1,48,123083.0,102436.0,510821.0,111960.0,239662.0,13440.94639522732
2018-12-02,102522,9004,0.0878250521839215,102522,2018,12,4,6,1,48,127808.0,85387.0,521911.0,115584.57142857143,212303.92857142858,13859.077300398676
2018-12-03,150180,13689,0.09115061925689173,150180,2018,12,4,0,0,49,102522.0,119006.0,404132.0,118032.42857142857,182347.57142857142,7844.717561418542
2018-12-04,154223,13809,0.0895391737937921,154223,2018,12,4,1,0,49,150180.0,116817.0,419202.0,122485.85714285714,164208.14285714287,14508.186693803013
2018-12-05,154463,13847,0.08964606410596712,154463,2018,12,4,2,0,49,154223.0,116956.0,421771.0,127829.57142857143,145281.07142857142,18430.71804402745
2018-12-06,156152,13798,0.08836262103591372,156152,2018,12,4,3,0,49,154463.0,120035.0,187439.0,133187.7142857143,126187.64285714286,20117.510214673493
2018-12-07,180341,16659,0.09237500069313134,180341,2018,12,4,4,0,49,156152.0,123083.0,106272.0,138347.2857142857,123952.85714285714,20801.84922639086
2018-12-08,114622,10083,0.08796740590811537,114622,2018,12,4,5,1,49,180341.0,127808.0,102436.0,146527.0,129243.5,24692.85027424089
2018-12-09,95125,8878,0.09332982917214191,95125,2018,12,4,6,1,49,114622.0,102522.0,85387.0,144643.2857142857,130113.92857142857,26774.087396289935
2018-12-10,361356,32747,0.0906225439732563,361356,2018,12,4,0,0,50,95125.0,150180.0,119006.0,143586.57142857142,130809.5,28784.115786635793
2018-12-11,369037,33295,0.0902213057227324,369037,2018,12,4,1,0,50,361356.0,154223.0,116817.0,173754.57142857142,148120.2142857143,87540.8905233348
2018-12-12,370174,33106,0.08943361770410672,370174,2018,12,4,2,0,50,369037.0,154463.0,116956.0,204442.2857142857,166135.92857142858,113388.7406604858
2018-12-13,376377,32856,0.08729545110354778,376377,2018,12,4,3,0,50,370174.0,156152.0,120035.0,235258.14285714287,184222.92857142858,126137.35358122787
2018-12-14,393075,33233,0.08454620619474655,393075,2018,12,4,4,0,50,376377.0,180341.0,123083.0,266718.85714285716,202533.07142857142,130506.77250041752
2018-12-15,247048,18304,0.0740908649331304,247048,2018,12,4,5,1,50,393075.0,114622.0,127808.0,297109.4285714286,221818.2142857143,131802.7179927838
2018-12-16,211158,16934,0.08019587228520823,211158,2018,12,4,6,1,50,247048.0,95125.0,102522.0,316027.4285714286,230335.35714285713,108728.24594504092
2018-12-17,16559,3274,0.19771725345733437,16559,2018,12,4,0,0,51,211158.0,361356.0,150180.0,332603.5714285714,238095.07142857142,72119.48802012758
2018-12-18,17372,3384,0.19479622380842734,17372,2018,12,4,1,0,51,16559.0,369037.0,154223.0,283346.85714285716,228550.7142857143,137405.2552238902
2018-12-19,17570,3433,0.19538986909504838,17570,2018,12,4,2,0,51,17372.0,370174.0,154463.0,233109.0,218775.64285714287,162795.45089671933
2018-12-20,16724,3301,0.19738100932791197,16724,2018,12,4,3,0,51,17570.0,376377.0,156152.0,182737.0,208997.57142857142,167791.0558820089
2019-01-12,166777,12128,0.07271985945304209,166777,2019,1,1,5,1,2,16724.0,393075.0,180341.0,131358.0,199038.42857142858,153029.56451069415
2019-01-13,147579,11639,0.07886623435583653,147579,2019,1,1,6,1,2,166777.0,247048.0,114622.0,99029.71428571429,198069.57142857142,104842.08502745494
2019-01-14,176946,14887,0.08413301233144575,176946,2019,1,1,0,0,3,147579.0,211158.0,95125.0,84819.85714285714,200423.64285714287,86588.44872426982
2019-01-15,182158,15065,0.08270292822714347,182158,2019,1,1,1,0,3,176946.0,16559.0,361356.0,79932.42857142857,206268.0,78892.38225341124
2019-01-16,184125,15063,0.08180855397148676,184125,2019,1,1,2,0,3,182158.0,17372.0,369037.0,103589.42857142857,193468.14285714287,81507.00207927977
2019-01-17,185439,14948,0.08060871769153198,185439,2019,1,1,3,0,3,184125.0,17570.0,370174.0,127411.28571428571,180260.14285714287,76311.3310278196
2019-01-18,183088,14939,0.08159464301319584,183088,2019,1,1,4,0,3,185439.0,16724.0,376377.0,151392.57142857142,167064.7857142857,60850.785513569535
2019-02-05,61,23,0.3770491803278688,61,2019,2,1,1,0,6,183088.0,166777.0,393075.0,175158.85714285713,153258.42857142858,13735.78229087385
2019-02-06,20,7,0.35,20,2019,2,1,2,0,6,61.0,147579.0,247048.0,151342.2857142857,125186.0,68007.88044462807
2019-02-07,67,21,0.31343283582089554,67,2019,2,1,3,0,6,20.0,176946.0,211158.0,130262.42857142857,107541.14285714286,88998.29587292718
2019-03-05,5052,563,0.11144101346001584,5052,2019,3,1,1,0,10,67.0,182158.0,16559.0,104994.0,92463.21428571429,98171.80468613519
2019-03-06,5179,589,0.11372851901911565,5179,2019,3,1,2,0,10,5052.0,184125.0,17372.0,79693.14285714286,91641.28571428571,97791.79095988665
2019-09-19,542209,43565,0.08034724617260133,542209,2019,9,3,3,0,38,5179.0,185439.0,17570.0,54129.42857142857,90770.35714285714,88929.95985391158
2019-09-20,576157,45680,0.07928394517466593,576157,2019,9,3,4,0,38,542209.0,183088.0,16724.0,105096.57142857143,128244.57142857143,204225.01621892062
2019-09-21,490299,37004,0.07547231383298762,490299,2019,9,3,5,1,38,576157.0,61.0,166777.0,161249.2857142857,168204.07142857142,272026.50504482863
2019-09-22,412342,32919,0.07983421528731005,412342,2019,9,3,6,1,38,490299.0,20.0,147579.0,231283.2857142857,191312.7857142857,286341.64897007955
2019-09-23,568981,47409,0.0833226417050833,568981,2019,9,3,0,0,39,412342.0,67.0,176946.0,290186.4285714286,210224.42857142858,272935.1964110747
2019-09-24,582713,48180,0.0826822123412383,582713,2019,9,3,1,0,39,568981.0,5052.0,182158.0,371459.85714285716,238226.92857142858,256346.5322309026
2019-09-25,583856,48079,0.08234735962292072,583856,2019,9,3,2,0,39,582713.0,5179.0,184125.0,453982.85714285716,266838.0,206955.76073517732
2019-09-26,50928,4479,0.08794769085768143,50928,2019,9,3,3,0,39,583856.0,542209.0,185439.0,536651.0,295390.21428571426,64015.75268895303
2019-09-27,33342,2770,0.08307839961609981,33342,2019,9,3,4,0,39,50928.0,576157.0,183088.0,466468.0,285782.28571428574,194080.93951407608
2019-09-28,30079,2189,0.07277502576548422,30079,2019,9,3,5,1,39,33342.0,490299.0,61.0,388923.0,275086.14285714284,244771.43504229895
2019-09-29,29736,2243,0.0754304546677428,29736,2019,9,3,6,1,39,30079.0,412342.0,20.0,323177.28571428574,277230.28571428574,273164.4080059438
2019-09-30,342914,30101,0.08778002647894224,342914,2019,9,3,0,0,40,29736.0,568981.0,67.0,268519.28571428574,279352.85714285716,290102.7766003588
2019-10-01,351836,30639,0.08708318648461215,351836,2019,10,4,1,0,40,342914.0,582713.0,5052.0,236224.0,303841.9285714286,262333.807502959
2019-10-02,358025,30677,0.08568396061727533,358025,2019,10,4,2,0,40,351836.0,583856.0,5179.0,203241.57142857142,328612.21428571426,223088.46623993185
2019-10-03,363752,30878,0.08488750577316413,363752,2019,10,4,3,0,40,358025.0,50928.0,542209.0,170980.0,353815.5,168530.75199203103
2019-10-04,371390,30429,0.08193273916906756,371390,2019,10,4,4,0,40,363752.0,33342.0,576157.0,215669.14285714287,341068.5714285714,172812.23483733932
2019-10-05,360819,24283,0.06729967102619319,360819,2019,10,4,5,1,40,371390.0,30079.0,490299.0,263961.71428571426,326442.35714285716,160137.96249766738
2019-10-06,315781,22038,0.06978887266808326,315781,2019,10,4,6,1,40,360819.0,29736.0,412342.0,311210.28571428574,317193.78571428574,124444.24416676615
2019-10-30,18557,1220,0.06574338524545993,18557,2019,10,4,2,0,44,315781.0,342914.0,568981.0,352073.85714285716,310296.5714285714,18359.906766534677
2019-10-31,18251,1166,0.06388691030628459,18251,2019,10,4,3,0,44,18557.0,351836.0,582713.0,305737.14285714284,270980.5714285714,127894.79428997805
2019-11-01,19856,1291,0.06501813053988718,19856,2019,11,4,4,0,44,18251.0,358025.0,583856.0,258082.14285714287,230661.85714285713,164706.1297021934
2019-11-02,126007,8106,0.0643297594578079,126007,2019,11,4,5,1,44,19856.0,363752.0,50928.0,209772.2857142857,190376.14285714287,179441.20640450533
2019-11-03,108729,7558,0.06951227363444895,108729,2019,11,4,6,1,44,126007.0,371390.0,33342.0,175808.7142857143,195738.92857142858,167544.56159751725
2019-11-04,127879,11454,0.08956904573854972,127879,2019,11,4,0,0,45,108729.0,360819.0,30079.0,138285.7142857143,201123.7142857143,144232.97170979163
2019-11-05,130948,11731,0.0895851788496197,130948,2019,11,4,1,0,45,127879.0,315781.0,29736.0,105008.57142857143,208109.42857142858,106187.38120551394
